PDMS_fraction,CdO_fraction,B4C_fraction,Gd2O3_fraction,Composition_Formula,Theoretical_Density,Density_Calculation
82,4,5,9,82C2H6OSi+4CdO+5B4C+9Gd2O3,1.9102,(82 * 0.965) + (4 * 8.15) + (5 * 2.52) + (9 * 7.41) / 100
81,4,5,10,81C2H6OSi+4CdO+5B4C+10Gd2O3,1.97465,(81 * 0.965) + (4 * 8.15) + (5 * 2.52) + (10 * 7.41) / 100
80,4,5,11,80C2H6OSi+4CdO+5B4C+11Gd2O3,2.0391,(80 * 0.965) + (4 * 8.15) + (5 * 2.52) + (11 * 7.41) / 100
90,4,6,0,90C2H6OSi+4CdO+6B4C+0Gd2O3,1.3457,(90 * 0.965) + (4 * 8.15) + (6 * 2.52) + (0 * 7.41) / 100
89,4,6,1,89C2H6OSi+4CdO+6B4C+1Gd2O3,1.41015,(89 * 0.965) + (4 * 8.15) + (6 * 2.52) + (1 * 7.41) / 100
88,4,6,2,88C2H6OSi+4CdO+6B4C+2Gd2O3,1.4746,(88 * 0.965) + (4 * 8.15) + (6 * 2.52) + (2 * 7.41) / 100
87,4,6,3,87C2H6OSi+4CdO+6B4C+3Gd2O3,1.53905,(87 * 0.965) + (4 * 8.15) + (6 * 2.52) + (3 * 7.41) / 100
86,4,6,4,86C2H6OSi+4CdO+6B4C+4Gd2O3,1.6035,(86 * 0.965) + (4 * 8.15) + (6 * 2.52) + (4 * 7.41) / 100
85,4,6,5,85C2H6OSi+4CdO+6B4C+5Gd2O3,1.66795,(85 * 0.965) + (4 * 8.15) + (6 * 2.52) + (5 * 7.41) / 100
84,4,6,6,84C2H6OSi+4CdO+6B4C+6Gd2O3,1.7324,(84 * 0.965) + (4 * 8.15) + (6 * 2.52) + (6 * 7.41) / 100
83,4,6,7,83C2H6OSi+4CdO+6B4C+7Gd2O3,1.79685,(83 * 0.965) + (4 * 8.15) + (6 * 2.52) + (7 * 7.41) / 100
82,4,6,8,82C2H6OSi+4CdO+6B4C+8Gd2O3,1.8613,(82 * 0.965) + (4 * 8.15) + (6 * 2.52) + (8 * 7.41) / 100
81,4,6,9,81C2H6OSi+4CdO+6B4C+9Gd2O3,1.92575,(81 * 0.965) + (4 * 8.15) + (6 * 2.52) + (9 * 7.41) / 100
80,4,6,10,80C2H6OSi+4CdO+6B4C+10Gd2O3,1.9902,(80 * 0.965) + (4 * 8.15) + (6 * 2.52) + (10 * 7.41) / 100
89,4,7,0,89C2H6OSi+4CdO+7B4C+0Gd2O3,1.36125,(89 * 0.965) + (4 * 8.15) + (7 * 2.52) + (0 * 7.41) / 100
88,4,7,1,88C2H6OSi+4CdO+7B4C+1Gd2O3,1.4257,(88 * 0.965) + (4 * 8.15) + (7 * 2.52) + (1 * 7.41) / 100
87,4,7,2,87C2H6OSi+4CdO+7B4C+2Gd2O3,1.49015,(87 * 0.965) + (4 * 8.15) + (7 * 2.52) + (2 * 7.41) / 100
86,4,7,3,86C2H6OSi+4CdO+7B4C+3Gd2O3,1.5546,(86 * 0.965) + (4 * 8.15) + (7 * 2.52) + (3 * 7.41) / 100
85,4,7,4,85C2H6OSi+4CdO+7B4C+4Gd2O3,1.61905,(85 * 0.965) + (4 * 8.15) + (7 * 2.52) + (4 * 7.41) / 100
84,4,7,5,84C2H6OSi+4CdO+7B4C+5Gd2O3,1.6835,(84 * 0.965) + (4 * 8.15) + (7 * 2.52) + (5 * 7.41) / 100
83,4,7,6,83C2H6OSi+4CdO+7B4C+6Gd2O3,1.74795,(83 * 0.965) + (4 * 8.15) + (7 * 2.52) + (6 * 7.41) / 100
82,4,7,7,82C2H6OSi+4CdO+7B4C+7Gd2O3,1.8124,(82 * 0.965) + (4 * 8.15) + (7 * 2.52) + (7 * 7.41) / 100
81,4,7,8,81C2H6OSi+4CdO+7B4C+8Gd2O3,1.87685,(81 * 0.965) + (4 * 8.15) + (7 * 2.52) + (8 * 7.41) / 100
80,4,7,9,80C2H6OSi+4CdO+7B4C+9Gd2O3,1.9413,(80 * 0.965) + (4 * 8.15) + (7 * 2.52) + (9 * 7.41) / 100
88,4,8,0,88C2H6OSi+4CdO+8B4C+0Gd2O3,1.3768,(88 * 0.965) + (4 * 8.15) + (8 * 2.52) + (0 * 7.41) / 100
87,4,8,1,87C2H6OSi+4CdO+8B4C+1Gd2O3,1.44125,(87 * 0.965) + (4 * 8.15) + (8 * 2.52) + (1 * 7.41) / 100
86,4,8,2,86C2H6OSi+4CdO+8B4C+2Gd2O3,1.5057,(86 * 0.965) + (4 * 8.15) + (8 * 2.52) + (2 * 7.41) / 100
85,4,8,3,85C2H6OSi+4CdO+8B4C+3Gd2O3,1.57015,(85 * 0.965) + (4 * 8.15) + (8 * 2.52) + (3 * 7.41) / 100
84,4,8,4,84C2H6OSi+4CdO+8B4C+4Gd2O3,1.6346,(84 * 0.965) + (4 * 8.15) + (8 * 2.52) + (4 * 7.41) / 100
83,4,8,5,83C2H6OSi+4CdO+8B4C+5Gd2O3,1.69905,(83 * 0.965) + (4 * 8.15) + (8 * 2.52) + (5 * 7.41) / 100
82,4,8,6,82C2H6OSi+4CdO+8B4C+6Gd2O3,1.7635,(82 * 0.965) + (4 * 8.15) + (8 * 2.52) + (6 * 7.41) / 100
81,4,8,7,81C2H6OSi+4CdO+8B4C+7Gd2O3,1.82795,(81 * 0.965) + (4 * 8.15) + (8 * 2.52) + (7 * 7.41) / 100
80,4,8,8,80C2H6OSi+4CdO+8B4C+8Gd2O3,1.8924,(80 * 0.965) + (4 * 8.15) + (8 * 2.52) + (8 * 7.41) / 100
87,4,9,0,87C2H6OSi+4CdO+9B4C+0Gd2O3,1.39235,(87 * 0.965) + (4 * 8.15) + (9 * 2.52) + (0 * 7.41) / 100
86,4,9,1,86C2H6OSi+4CdO+9B4C+1Gd2O3,1.4568,(86 * 0.965) + (4 * 8.15) + (9 * 2.52) + (1 * 7.41) / 100
85,4,9,2,85C2H6OSi+4CdO+9B4C+2Gd2O3,1.52125,(85 * 0.965) + (4 * 8.15) + (9 * 2.52) + (2 * 7.41) / 100
84,4,9,3,84C2H6OSi+4CdO+9B4C+3Gd2O3,1.5857,(84 * 0.965) + (4 * 8.15) + (9 * 2.52) + (3 * 7.41) / 100
83,4,9,4,83C2H6OSi+4CdO+9B4C+4Gd2O3,1.65015,(83 * 0.965) + (4 * 8.15) + (9 * 2.52) + (4 * 7.41) / 100
82,4,9,5,82C2H6OSi+4CdO+9B4C+5Gd2O3,1.7146,(82 * 0.965) + (4 * 8.15) + (9 * 2.52) + (5 * 7.41) / 100
81,4,9,6,81C2H6OSi+4CdO+9B4C+6Gd2O3,1.77905,(81 * 0.965) + (4 * 8.15) + (9 * 2.52) + (6 * 7.41) / 100
80,4,9,7,80C2H6OSi+4CdO+9B4C+7Gd2O3,1.8435,(80 * 0.965) + (4 * 8.15) + (9 * 2.52) + (7 * 7.41) / 100
86,4,10,0,86C2H6OSi+4CdO+10B4C+0Gd2O3,1.4079,(86 * 0.965) + (4 * 8.15) + (10 * 2.52) + (0 * 7.41) / 100
85,4,10,1,85C2H6OSi+4CdO+10B4C+1Gd2O3,1.47235,(85 * 0.965) + (4 * 8.15) + (10 * 2.52) + (1 * 7.41) / 100
84,4,10,2,84C2H6OSi+4CdO+10B4C+2Gd2O3,1.5368,(84 * 0.965) + (4 * 8.15) + (10 * 2.52) + (2 * 7.41) / 100
83,4,10,3,83C2H6OSi+4CdO+10B4C+3Gd2O3,1.60125,(83 * 0.965) + (4 * 8.15) + (10 * 2.52) + (3 * 7.41) / 100
82,4,10,4,82C2H6OSi+4CdO+10B4C+4Gd2O3,1.6657,(82 * 0.965) + (4 * 8.15) + (10 * 2.52) + (4 * 7.41) / 100
81,4,10,5,81C2H6OSi+4CdO+10B4C+5Gd2O3,1.73015,(81 * 0.965) + (4 * 8.15) + (10 * 2.52) + (5 * 7.41) / 100
80,4,10,6,80C2H6OSi+4CdO+10B4C+6Gd2O3,1.7946,(80 * 0.965) + (4 * 8.15) + (10 * 2.52) + (6 * 7.41) / 100
85,4,11,0,85C2H6OSi+4CdO+11B4C+0Gd2O3,1.42345,(85 * 0.965) + (4 * 8.15) + (11 * 2.52) + (0 * 7.41) / 100
84,4,11,1,84C2H6OSi+4CdO+11B4C+1Gd2O3,1.4879,(84 * 0.965) + (4 * 8.15) + (11 * 2.52) + (1 * 7.41) / 100
83,4,11,2,83C2H6OSi+4CdO+11B4C+2Gd2O3,1.55235,(83 * 0.965) + (4 * 8.15) + (11 * 2.52) + (2 * 7.41) / 100
82,4,11,3,82C2H6OSi+4CdO+11B4C+3Gd2O3,1.6168,(82 * 0.965) + (4 * 8.15) + (11 * 2.52) + (3 * 7.41) / 100
81,4,11,4,81C2H6OSi+4CdO+11B4C+4Gd2O3,1.68125,(81 * 0.965) + (4 * 8.15) + (11 * 2.52) + (4 * 7.41) / 100
80,4,11,5,80C2H6OSi+4CdO+11B4C+5Gd2O3,1.7457,(80 * 0.965) + (4 * 8.15) + (11 * 2.52) + (5 * 7.41) / 100
84,4,12,0,84C2H6OSi+4CdO+12B4C+0Gd2O3,1.439,(84 * 0.965) + (4 * 8.15) + (12 * 2.52) + (0 * 7.41) / 100
83,4,12,1,83C2H6OSi+4CdO+12B4C+1Gd2O3,1.50345,(83 * 0.965) + (4 * 8.15) + (12 * 2.52) + (1 * 7.41) / 100
82,4,12,2,82C2H6OSi+4CdO+12B4C+2Gd2O3,1.5679,(82 * 0.965) + (4 * 8.15) + (12 * 2.52) + (2 * 7.41) / 100
81,4,12,3,81C2H6OSi+4CdO+12B4C+3Gd2O3,1.63235,(81 * 0.965) + (4 * 8.15) + (12 * 2.52) + (3 * 7.41) / 100
80,4,12,4,80C2H6OSi+4CdO+12B4C+4Gd2O3,1.6968,(80 * 0.965) + (4 * 8.15) + (12 * 2.52) + (4 * 7.41) / 100
83,4,13,0,83C2H6OSi+4CdO+13B4C+0Gd2O3,1.45455,(83 * 0.965) + (4 * 8.15) + (13 * 2.52) + (0 * 7.41) / 100
82,4,13,1,82C2H6OSi+4CdO+13B4C+1Gd2O3,1.519,(82 * 0.965) + (4 * 8.15) + (13 * 2.52) + (1 * 7.41) / 100
81,4,13,2,81C2H6OSi+4CdO+13B4C+2Gd2O3,1.58345,(81 * 0.965) + (4 * 8.15) + (13 * 2.52) + (2 * 7.41) / 100
80,4,13,3,80C2H6OSi+4CdO+13B4C+3Gd2O3,1.6479,(80 * 0.965) + (4 * 8.15) + (13 * 2.52) + (3 * 7.41) / 100
82,4,14,0,82C2H6OSi+4CdO+14B4C+0Gd2O3,1.4701,(82 * 0.965) + (4 * 8.15) + (14 * 2.52) + (0 * 7.41) / 100
81,4,14,1,81C2H6OSi+4CdO+14B4C+1Gd2O3,1.53455,(81 * 0.965) + (4 * 8.15) + (14 * 2.52) + (1 * 7.41) / 100
80,4,14,2,80C2H6OSi+4CdO+14B4C+2Gd2O3,1.599,(80 * 0.965) + (4 * 8.15) + (14 * 2.52) + (2 * 7.41) / 100
81,4,15,0,81C2H6OSi+4CdO+15B4C+0Gd2O3,1.48565,(81 * 0.965) + (4 * 8.15) + (15 * 2.52) + (0 * 7.41) / 100
80,4,15,1,80C2H6OSi+4CdO+15B4C+1Gd2O3,1.5501,(80 * 0.965) + (4 * 8.15) + (15 * 2.52) + (1 * 7.41) / 100
80,4,16,0,80C2H6OSi+4CdO+16B4C+0Gd2O3,1.5012,(80 * 0.965) + (4 * 8.15) + (16 * 2.52) + (0 * 7.41) / 100
95,5,0,0,95C2H6OSi+5CdO+0B4C+0Gd2O3,1.32425,(95 * 0.965) + (5 * 8.15) + (0 * 2.52) + (0 * 7.41) / 100
94,5,0,1,94C2H6OSi+5CdO+0B4C+1Gd2O3,1.3887,(94 * 0.965) + (5 * 8.15) + (0 * 2.52) + (1 * 7.41) / 100
93,5,0,2,93C2H6OSi+5CdO+0B4C+2Gd2O3,1.45315,(93 * 0.965) + (5 * 8.15) + (0 * 2.52) + (2 * 7.41) / 100
92,5,0,3,92C2H6OSi+5CdO+0B4C+3Gd2O3,1.5176,(92 * 0.965) + (5 * 8.15) + (0 * 2.52) + (3 * 7.41) / 100
91,5,0,4,91C2H6OSi+5CdO+0B4C+4Gd2O3,1.58205,(91 * 0.965) + (5 * 8.15) + (0 * 2.52) + (4 * 7.41) / 100
90,5,0,5,90C2H6OSi+5CdO+0B4C+5Gd2O3,1.6465,(90 * 0.965) + (5 * 8.15) + (0 * 2.52) + (5 * 7.41) / 100
89,5,0,6,89C2H6OSi+5CdO+0B4C+6Gd2O3,1.71095,(89 * 0.965) + (5 * 8.15) + (0 * 2.52) + (6 * 7.41) / 100
88,5,0,7,88C2H6OSi+5CdO+0B4C+7Gd2O3,1.7754,(88 * 0.965) + (5 * 8.15) + (0 * 2.52) + (7 * 7.41) / 100
87,5,0,8,87C2H6OSi+5CdO+0B4C+8Gd2O3,1.83985,(87 * 0.965) + (5 * 8.15) + (0 * 2.52) + (8 * 7.41) / 100
86,5,0,9,86C2H6OSi+5CdO+0B4C+9Gd2O3,1.9043,(86 * 0.965) + (5 * 8.15) + (0 * 2.52) + (9 * 7.41) / 100
85,5,0,10,85C2H6OSi+5CdO+0B4C+10Gd2O3,1.96875,(85 * 0.965) + (5 * 8.15) + (0 * 2.52) + (10 * 7.41) / 100
84,5,0,11,84C2H6OSi+5CdO+0B4C+11Gd2O3,2.0332,(84 * 0.965) + (5 * 8.15) + (0 * 2.52) + (11 * 7.41) / 100
83,5,0,12,83C2H6OSi+5CdO+0B4C+12Gd2O3,2.09765,(83 * 0.965) + (5 * 8.15) + (0 * 2.52) + (12 * 7.41) / 100
82,5,0,13,82C2H6OSi+5CdO+0B4C+13Gd2O3,2.1621,(82 * 0.965) + (5 * 8.15) + (0 * 2.52) + (13 * 7.41) / 100
81,5,0,14,81C2H6OSi+5CdO+0B4C+14Gd2O3,2.22655,(81 * 0.965) + (5 * 8.15) + (0 * 2.52) + (14 * 7.41) / 100
80,5,0,15,80C2H6OSi+5CdO+0B4C+15Gd2O3,2.291,(80 * 0.965) + (5 * 8.15) + (0 * 2.52) + (15 * 7.41) / 100
94,5,1,0,94C2H6OSi+5CdO+1B4C+0Gd2O3,1.3398,(94 * 0.965) + (5 * 8.15) + (1 * 2.52) + (0 * 7.41) / 100
93,5,1,1,93C2H6OSi+5CdO+1B4C+1Gd2O3,1.40425,(93 * 0.965) + (5 * 8.15) + (1 * 2.52) + (1 * 7.41) / 100
92,5,1,2,92C2H6OSi+5CdO+1B4C+2Gd2O3,1.4687,(92 * 0.965) + (5 * 8.15) + (1 * 2.52) + (2 * 7.41) / 100
91,5,1,3,91C2H6OSi+5CdO+1B4C+3Gd2O3,1.53315,(91 * 0.965) + (5 * 8.15) + (1 * 2.52) + (3 * 7.41) / 100
90,5,1,4,90C2H6OSi+5CdO+1B4C+4Gd2O3,1.5976,(90 * 0.965) + (5 * 8.15) + (1 * 2.52) + (4 * 7.41) / 100
89,5,1,5,89C2H6OSi+5CdO+1B4C+5Gd2O3,1.66205,(89 * 0.965) + (5 * 8.15) + (1 * 2.52) + (5 * 7.41) / 100
88,5,1,6,88C2H6OSi+5CdO+1B4C+6Gd2O3,1.7265,(88 * 0.965) + (5 * 8.15) + (1 * 2.52) + (6 * 7.41) / 100
87,5,1,7,87C2H6OSi+5CdO+1B4C+7Gd2O3,1.79095,(87 * 0.965) + (5 * 8.15) + (1 * 2.52) + (7 * 7.41) / 100
86,5,1,8,86C2H6OSi+5CdO+1B4C+8Gd2O3,1.8554,(86 * 0.965) + (5 * 8.15) + (1 * 2.52) + (8 * 7.41) / 100
85,5,1,9,85C2H6OSi+5CdO+1B4C+9Gd2O3,1.91985,(85 * 0.965) + (5 * 8.15) + (1 * 2.52) + (9 * 7.41) / 100
84,5,1,10,84C2H6OSi+5CdO+1B4C+10Gd2O3,1.9843,(84 * 0.965) + (5 * 8.15) + (1 * 2.52) + (10 * 7.41) / 100
83,5,1,11,83C2H6OSi+5CdO+1B4C+11Gd2O3,2.04875,(83 * 0.965) + (5 * 8.15) + (1 * 2.52) + (11 * 7.41) / 100
82,5,1,12,82C2H6OSi+5CdO+1B4C+12Gd2O3,2.1132,(82 * 0.965) + (5 * 8.15) + (1 * 2.52) + (12 * 7.41) / 100
81,5,1,13,81C2H6OSi+5CdO+1B4C+13Gd2O3,2.17765,(81 * 0.965) + (5 * 8.15) + (1 * 2.52) + (13 * 7.41) / 100
80,5,1,14,80C2H6OSi+5CdO+1B4C+14Gd2O3,2.2421,(80 * 0.965) + (5 * 8.15) + (1 * 2.52) + (14 * 7.41) / 100
93,5,2,0,93C2H6OSi+5CdO+2B4C+0Gd2O3,1.35535,(93 * 0.965) + (5 * 8.15) + (2 * 2.52) + (0 * 7.41) / 100
92,5,2,1,92C2H6OSi+5CdO+2B4C+1Gd2O3,1.4198,(92 * 0.965) + (5 * 8.15) + (2 * 2.52) + (1 * 7.41) / 100
91,5,2,2,91C2H6OSi+5CdO+2B4C+2Gd2O3,1.48425,(91 * 0.965) + (5 * 8.15) + (2 * 2.52) + (2 * 7.41) / 100
90,5,2,3,90C2H6OSi+5CdO+2B4C+3Gd2O3,1.5487,(90 * 0.965) + (5 * 8.15) + (2 * 2.52) + (3 * 7.41) / 100
89,5,2,4,89C2H6OSi+5CdO+2B4C+4Gd2O3,1.61315,(89 * 0.965) + (5 * 8.15) + (2 * 2.52) + (4 * 7.41) / 100
88,5,2,5,88C2H6OSi+5CdO+2B4C+5Gd2O3,1.6776,(88 * 0.965) + (5 * 8.15) + (2 * 2.52) + (5 * 7.41) / 100
87,5,2,6,87C2H6OSi+5CdO+2B4C+6Gd2O3,1.74205,(87 * 0.965) + (5 * 8.15) + (2 * 2.52) + (6 * 7.41) / 100
86,5,2,7,86C2H6OSi+5CdO+2B4C+7Gd2O3,1.8065,(86 * 0.965) + (5 * 8.15) + (2 * 2.52) + (7 * 7.41) / 100
85,5,2,8,85C2H6OSi+5CdO+2B4C+8Gd2O3,1.87095,(85 * 0.965) + (5 * 8.15) + (2 * 2.52) + (8 * 7.41) / 100
84,5,2,9,84C2H6OSi+5CdO+2B4C+9Gd2O3,1.9354,(84 * 0.965) + (5 * 8.15) + (2 * 2.52) + (9 * 7.41) / 100
83,5,2,10,83C2H6OSi+5CdO+2B4C+10Gd2O3,1.99985,(83 * 0.965) + (5 * 8.15) + (2 * 2.52) + (10 * 7.41) / 100
82,5,2,11,82C2H6OSi+5CdO+2B4C+11Gd2O3,2.0643,(82 * 0.965) + (5 * 8.15) + (2 * 2.52) + (11 * 7.41) / 100
81,5,2,12,81C2H6OSi+5CdO+2B4C+12Gd2O3,2.12875,(81 * 0.965) + (5 * 8.15) + (2 * 2.52) + (12 * 7.41) / 100
80,5,2,13,80C2H6OSi+5CdO+2B4C+13Gd2O3,2.1932,(80 * 0.965) + (5 * 8.15) + (2 * 2.52) + (13 * 7.41) / 100
92,5,3,0,92C2H6OSi+5CdO+3B4C+0Gd2O3,1.3709,(92 * 0.965) + (5 * 8.15) + (3 * 2.52) + (0 * 7.41) / 100
91,5,3,1,91C2H6OSi+5CdO+3B4C+1Gd2O3,1.43535,(91 * 0.965) + (5 * 8.15) + (3 * 2.52) + (1 * 7.41) / 100
90,5,3,2,90C2H6OSi+5CdO+3B4C+2Gd2O3,1.4998,(90 * 0.965) + (5 * 8.15) + (3 * 2.52) + (2 * 7.41) / 100
89,5,3,3,89C2H6OSi+5CdO+3B4C+3Gd2O3,1.56425,(89 * 0.965) + (5 * 8.15) + (3 * 2.52) + (3 * 7.41) / 100
88,5,3,4,88C2H6OSi+5CdO+3B4C+4Gd2O3,1.6287,(88 * 0.965) + (5 * 8.15) + (3 * 2.52) + (4 * 7.41) / 100
87,5,3,5,87C2H6OSi+5CdO+3B4C+5Gd2O3,1.69315,(87 * 0.965) + (5 * 8.15) + (3 * 2.52) + (5 * 7.41) / 100
86,5,3,6,86C2H6OSi+5CdO+3B4C+6Gd2O3,1.7576,(86 * 0.965) + (5 * 8.15) + (3 * 2.52) + (6 * 7.41) / 100
85,5,3,7,85C2H6OSi+5CdO+3B4C+7Gd2O3,1.82205,(85 * 0.965) + (5 * 8.15) + (3 * 2.52) + (7 * 7.41) / 100
84,5,3,8,84C2H6OSi+5CdO+3B4C+8Gd2O3,1.8865,(84 * 0.965) + (5 * 8.15) + (3 * 2.52) + (8 * 7.41) / 100
83,5,3,9,83C2H6OSi+5CdO+3B4C+9Gd2O3,1.95095,(83 * 0.965) + (5 * 8.15) + (3 * 2.52) + (9 * 7.41) / 100
82,5,3,10,82C2H6OSi+5CdO+3B4C+10Gd2O3,2.0154,(82 * 0.965) + (5 * 8.15) + (3 * 2.52) + (10 * 7.41) / 100
81,5,3,11,81C2H6OSi+5CdO+3B4C+11Gd2O3,2.07985,(81 * 0.965) + (5 * 8.15) + (3 * 2.52) + (11 * 7.41) / 100
80,5,3,12,80C2H6OSi+5CdO+3B4C+12Gd2O3,2.1443,(80 * 0.965) + (5 * 8.15) + (3 * 2.52) + (12 * 7.41) / 100
91,5,4,0,91C2H6OSi+5CdO+4B4C+0Gd2O3,1.38645,(91 * 0.965) + (5 * 8.15) + (4 * 2.52) + (0 * 7.41) / 100
90,5,4,1,90C2H6OSi+5CdO+4B4C+1Gd2O3,1.4509,(90 * 0.965) + (5 * 8.15) + (4 * 2.52) + (1 * 7.41) / 100
89,5,4,2,89C2H6OSi+5CdO+4B4C+2Gd2O3,1.51535,(89 * 0.965) + (5 * 8.15) + (4 * 2.52) + (2 * 7.41) / 100
88,5,4,3,88C2H6OSi+5CdO+4B4C+3Gd2O3,1.5798,(88 * 0.965) + (5 * 8.15) + (4 * 2.52) + (3 * 7.41) / 100
87,5,4,4,87C2H6OSi+5CdO+4B4C+4Gd2O3,1.64425,(87 * 0.965) + (5 * 8.15) + (4 * 2.52) + (4 * 7.41) / 100
86,5,4,5,86C2H6OSi+5CdO+4B4C+5Gd2O3,1.7087,(86 * 0.965) + (5 * 8.15) + (4 * 2.52) + (5 * 7.41) / 100
85,5,4,6,85C2H6OSi+5CdO+4B4C+6Gd2O3,1.77315,(85 * 0.965) + (5 * 8.15) + (4 * 2.52) + (6 * 7.41) / 100
84,5,4,7,84C2H6OSi+5CdO+4B4C+7Gd2O3,1.8376,(84 * 0.965) + (5 * 8.15) + (4 * 2.52) + (7 * 7.41) / 100
83,5,4,8,83C2H6OSi+5CdO+4B4C+8Gd2O3,1.90205,(83 * 0.965) + (5 * 8.15) + (4 * 2.52) + (8 * 7.41) / 100
82,5,4,9,82C2H6OSi+5CdO+4B4C+9Gd2O3,1.9665,(82 * 0.965) + (5 * 8.15) + (4 * 2.52) + (9 * 7.41) / 100
81,5,4,10,81C2H6OSi+5CdO+4B4C+10Gd2O3,2.03095,(81 * 0.965) + (5 * 8.15) + (4 * 2.52) + (10 * 7.41) / 100
80,5,4,11,80C2H6OSi+5CdO+4B4C+11Gd2O3,2.0954,(80 * 0.965) + (5 * 8.15) + (4 * 2.52) + (11 * 7.41) / 100
90,5,5,0,90C2H6OSi+5CdO+5B4C+0Gd2O3,1.402,(90 * 0.965) + (5 * 8.15) + (5 * 2.52) + (0 * 7.41) / 100
89,5,5,1,89C2H6OSi+5CdO+5B4C+1Gd2O3,1.46645,(89 * 0.965) + (5 * 8.15) + (5 * 2.52) + (1 * 7.41) / 100
88,5,5,2,88C2H6OSi+5CdO+5B4C+2Gd2O3,1.5309,(88 * 0.965) + (5 * 8.15) + (5 * 2.52) + (2 * 7.41) / 100
87,5,5,3,87C2H6OSi+5CdO+5B4C+3Gd2O3,1.59535,(87 * 0.965) + (5 * 8.15) + (5 * 2.52) + (3 * 7.41) / 100
86,5,5,4,86C2H6OSi+5CdO+5B4C+4Gd2O3,1.6598,(86 * 0.965) + (5 * 8.15) + (5 * 2.52) + (4 * 7.41) / 100
85,5,5,5,85C2H6OSi+5CdO+5B4C+5Gd2O3,1.72425,(85 * 0.965) + (5 * 8.15) + (5 * 2.52) + (5 * 7.41) / 100
84,5,5,6,84C2H6OSi+5CdO+5B4C+6Gd2O3,1.7887,(84 * 0.965) + (5 * 8.15) + (5 * 2.52) + (6 * 7.41) / 100
83,5,5,7,83C2H6OSi+5CdO+5B4C+7Gd2O3,1.85315,(83 * 0.965) + (5 * 8.15) + (5 * 2.52) + (7 * 7.41) / 100
82,5,5,8,82C2H6OSi+5CdO+5B4C+8Gd2O3,1.9176,(82 * 0.965) + (5 * 8.15) + (5 * 2.52) + (8 * 7.41) / 100
81,5,5,9,81C2H6OSi+5CdO+5B4C+9Gd2O3,1.98205,(81 * 0.965) + (5 * 8.15) + (5 * 2.52) + (9 * 7.41) / 100
80,5,5,10,80C2H6OSi+5CdO+5B4C+10Gd2O3,2.0465,(80 * 0.965) + (5 * 8.15) + (5 * 2.52) + (10 * 7.41) / 100
89,5,6,0,89C2H6OSi+5CdO+6B4C+0Gd2O3,1.41755,(89 * 0.965) + (5 * 8.15) + (6 * 2.52) + (0 * 7.41) / 100
88,5,6,1,88C2H6OSi+5CdO+6B4C+1Gd2O3,1.482,(88 * 0.965) + (5 * 8.15) + (6 * 2.52) + (1 * 7.41) / 100
87,5,6,2,87C2H6OSi+5CdO+6B4C+2Gd2O3,1.54645,(87 * 0.965) + (5 * 8.15) + (6 * 2.52) + (2 * 7.41) / 100
86,5,6,3,86C2H6OSi+5CdO+6B4C+3Gd2O3,1.6109,(86 * 0.965) + (5 * 8.15) + (6 * 2.52) + (3 * 7.41) / 100
85,5,6,4,85C2H6OSi+5CdO+6B4C+4Gd2O3,1.67535,(85 * 0.965) + (5 * 8.15) + (6 * 2.52) + (4 * 7.41) / 100
84,5,6,5,84C2H6OSi+5CdO+6B4C+5Gd2O3,1.7398,(84 * 0.965) + (5 * 8.15) + (6 * 2.52) + (5 * 7.41) / 100
83,5,6,6,83C2H6OSi+5CdO+6B4C+6Gd2O3,1.80425,(83 * 0.965) + (5 * 8.15) + (6 * 2.52) + (6 * 7.41) / 100
82,5,6,7,82C2H6OSi+5CdO+6B4C+7Gd2O3,1.8687,(82 * 0.965) + (5 * 8.15) + (6 * 2.52) + (7 * 7.41) / 100
81,5,6,8,81C2H6OSi+5CdO+6B4C+8Gd2O3,1.93315,(81 * 0.965) + (5 * 8.15) + (6 * 2.52) + (8 * 7.41) / 100
80,5,6,9,80C2H6OSi+5CdO+6B4C+9Gd2O3,1.9976,(80 * 0.965) + (5 * 8.15) + (6 * 2.52) + (9 * 7.41) / 100
88,5,7,0,88C2H6OSi+5CdO+7B4C+0Gd2O3,1.4331,(88 * 0.965) + (5 * 8.15) + (7 * 2.52) + (0 * 7.41) / 100
87,5,7,1,87C2H6OSi+5CdO+7B4C+1Gd2O3,1.49755,(87 * 0.965) + (5 * 8.15) + (7 * 2.52) + (1 * 7.41) / 100
86,5,7,2,86C2H6OSi+5CdO+7B4C+2Gd2O3,1.562,(86 * 0.965) + (5 * 8.15) + (7 * 2.52) + (2 * 7.41) / 100
85,5,7,3,85C2H6OSi+5CdO+7B4C+3Gd2O3,1.62645,(85 * 0.965) + (5 * 8.15) + (7 * 2.52) + (3 * 7.41) / 100
84,5,7,4,84C2H6OSi+5CdO+7B4C+4Gd2O3,1.6909,(84 * 0.965) + (5 * 8.15) + (7 * 2.52) + (4 * 7.41) / 100
83,5,7,5,83C2H6OSi+5CdO+7B4C+5Gd2O3,1.75535,(83 * 0.965) + (5 * 8.15) + (7 * 2.52) + (5 * 7.41) / 100
82,5,7,6,82C2H6OSi+5CdO+7B4C+6Gd2O3,1.8198,(82 * 0.965) + (5 * 8.15) + (7 * 2.52) + (6 * 7.41) / 100
81,5,7,7,81C2H6OSi+5CdO+7B4C+7Gd2O3,1.88425,(81 * 0.965) + (5 * 8.15) + (7 * 2.52) + (7 * 7.41) / 100
